俊;jun4|zun4
铁蛋;tie3 dan4
铁蛋子;tie3 dan4 zi
铁血宰相;tie3 xue4 zai3 xiang4
铁西;tie3 xi1
铁西区;tie3 xi1 qu1
铁观音;tie3 guan1 yin1
铁证;tie3 zheng4
铁证如山;tie3 zheng4 ru2 shan1
铁路;tie3 lu4
铁路线;tie3 lu4 xian4
铁轨;tie3 gui3
铁军;tie3 jun1
铁通;tie3 tong1
铁道;tie3 dao4
铁道部;tie3 dao4 bu4
铁钩;tie3 gou1
铁钩儿;tie3 gou1 r
铁锅;tie3 guo1
铁链;tie3 lian4
铁锈;tie3 xiu4
铁青;tie3 qing1
铁面;tie3 mian4
铁面无私;tie3 mian4 wu2 si1
铁饭碗;tie3 fan4 wan3
铁饼;tie3 bing3
铁马;tie3 ma3
铁骑;tie3 qi2
铁齿;tie3 chi3
铁齿铜牙;tie3 chi3 tong2 ya2
铸;zhu4
铸件;zhu4 jian4
铸就;zhu4 jiu4
铸工;zhu4 gong1
铸工车间;zhu4 gong1 che1 jian1
铸币;zhu4 bi4
铸成;zhu4 cheng2
铸成大错;zhu4 cheng2 da4 cuo4
铸造;zhu4 zao4
铸铜;zhu4 tong2
铸铁;zhu4 tie3
鉴价;jian4 jia4
鉴别;jian4 bie2
鉴定;jian4 ding4
鉴证;jian4 zheng4
鉴识;jian4 shi2
鉴赏;jian4 shang3
鉴黄;jian4 huang2
鉴黄师;jian4 huang2 shi1
鉴定委员会;jian4 ding4 wei3 yuan2 hui4
鉴往知来;jian4 wang3 zhi1 lai2
鉴戒;jian4 jie4
鉴于;jian4 yu2
鉴真;jian4 zhen1
鉴真和尚;jian4 zhen1 he2 shang
鉴赏家;jian4 shang3 jia1
钻;zuan4|zuan1
钥;yue4
钥匙;yao4 shi
钥匙卡;yao4 shi ka3
钥匙洞孔;yao4 shi dong4 kong3
钥匙链;yao4 shi lian4
镶;xiang1
镶嵌;xiang1 qian4
镶牙;xiang1 ya2
镶边;xiang1 bian1
镶金;xiang1 jin1
镶黄旗;xiang1 huang2 qi2
钻井;zuan1 jing3
钻井平台;zuan1 jing3 ping2 tai2
钻劲;zuan1 jin4
钻卡;zuan4 qia3
钻圈;zuan1 quan1
钻坚仰高;zuan1 jian1 yang3 gao1
钻压;zuan4 ya1
钻孔;zuan1 kong3
钻心;zuan1 xin1
钻心虫;zuan1 xin1 chong2
钻戒;zuan4 jie4
钻探;zuan1 tan4
钻探机;zuan1 tan4 ji1
钻故纸堆;zuan1 gu4 zhi3 dui1
钻木取火;zuan1 mu4 qu3 huo3
钻桌子;zuan1 zhuo1 zi
钻机;zuan4 ji1
钻洞;zuan1 dong4
钻营;zuan1 ying2
钻版;zuan1 ban3
钻牛角;zuan1 niu2 jiao3
钻牛角尖;zuan1 niu2 jiao3 jian1
钻眼;zuan1 yan3
钻石;zuan4 shi2
钻石王老五;zuan4 shi2 wang2 lao3 wu3
钻研;zuan1 yan2
钻空子;zuan1 kong4 zi
钻粉;zuan1 fen3
钻谋;zuan1 mou2
钻进;zuan1 jin4
钻头;zuan4 tou2
长;zhang3|chang2
长三;chang2 san1
长三角;chang2 san1 jiao3
长三角经济区;chang2 san1 jiao3 jing1 ji4 qu1
长久;chang2 jiu3
长仓;chang2 cang1
长假;chang2 jia4
长兄;zhang3 xiong1
长出;zhang3 chu1
长势;zhang3 shi4
长印鱼;chang2 yin4 yu2
长吁短叹;chang2 xu1 duan3 tan4
长命富贵;chang2 ming4 fu4 gui4
长叹;chang2 tan4
长嘴百灵;chang2 zui3 bai3 ling2
长城;chang2 cheng2
长城饭店;chang2 cheng2 fan4 dian4
长寿;chang2 shou4
长寿区;chang2 shou4 qu1
长多;chang2 duo1
长夜;chang2 ye4
长夜漫漫;chang2 ye4 man4 man4
长夜难明;chang2 ye4 nan2 ming2
长大;zhang3 da4
长女;zhang3 nv3
长子;zhang3 zi3
长子县;chang2 zi3 xian4
长存;chang2 cun2
长孙;zhang3 sun1
长孙无忌;zhang3 sun1 wu2 ji4
长安;chang2 an1
长安区;chang2 an1 qu1
长安大学;chang2 an1 da4 xue2
长官;zhang3 guan1
长宁;chang2 ning2
长宁区;chang2 ning2 qu1
长宁县;chang2 ning2 xian4
长尾;chang2 wei3
长尾山椒鸟;chang2 wei3 shan1 jiao1 niao3
长尾阔嘴鸟;chang2 wei3 kuo4 zui3 niao3
长尾鸭;chang2 wei3 ya1
长山山脉;chang2 shan1 shan1 mai4
长岛;chang2 dao3
长岛冰茶;chang2 dao3 bing1 cha2
长岛县;chang2 dao3 xian4
长平;chang2 ping2
长平之战;chang2 ping2 zhi1 zhan4
长年;chang2 nian2
长年累月;chang2 nian2 lei3 yue4
长幼;zhang3 you4
长度;chang2 du4
长度单位;chang2 du4 dan1 wei4
长度指示符;chang2 du4 zhi3 shi4 fu2
长廊;chang2 lang2
长征;chang2 zheng1
长得;zhang3 de
长德;chang2 de2
长成;zhang3 cheng2
长技;chang2 ji4
长拳;chang2 quan2
长掌义县龙;chang2 zhang3 yi4 xian4 long2
长效;chang2 xiao4
长新冠;chang2 xin1 guan1
长方形;chang2 fang1 xing2
长方体;chang2 fang1 ti3
长于;chang2 yu2
长明灯;chang2 ming2 deng1
长春;chang2 chun1
长春市;chang2 chun1 shi4
长期;chang2 qi1
长期以来;chang2 qi1 yi3 lai2
长期共存;chang2 qi1 gong4 cun2
长期性;chang2 qi1 xing4
长期稳定性;chang2 qi1 wen3 ding4 xing4
长期饭票;chang2 qi1 fan4 piao4
长条;chang2 tiao2
长棍;chang2 gun4
长椅;chang2 yi3
长荣;chang2 rong2
长荣海运;chang2 rong2 hai3 yun4
长荣航空;chang2 rong2 hang2 kong1
长枪;chang2 qiang1
长枪短炮;chang2 qiang1 duan3 pao4
长乐;chang2 le4
长乐公主;chang2 le4 gong1 zhu3
长乐市;chang2 le4 shi4
长乐未央;chang2 le4 wei4 yang1
长机;zhang3 ji1
长武;chang2 wu3
长武县;chang2 wu3 xian4
长毛;zhang3 mao2|chang2 mao2
长毛绒;chang2 mao2 rong2
长毛象;chang2 mao2 xiang4
长江;chang2 jiang1
长江三峡;chang2 jiang1 san1 xia2
长江三角洲;chang2 jiang1 san1 jiao3 zhou1
长江三角洲经济区;chang2 jiang1 san1 jiao3 zhou1 jing1 ji4 qu1
长江后浪催前浪;chang2 jiang1 hou4 lang4 cui1 qian2 lang4
长江后浪推前浪;chang2 jiang1 hou4 lang4 tui1 qian2 lang4
长江流域;chang2 jiang1 liu2 yu4
长江经济带;chang2 jiang1 jing1 ji4 dai4
长沙;chang2 sha1
长沙市;chang2 sha1 shi4
长沙湾;chang2 sha1 wan1
长沙县;chang2 sha1 xian4
长治;chang2 zhi4
长治久安;chang2 zhi4 jiu3 an1
长治市;chang2 zhi4 shi4
长治县;chang2 zhi4 xian4
长治乡;chang2 zhi4 xiang1
长波;chang2 bo1
长泰;chang2 tai4
长泰县;chang2 tai4 xian4
长洲区;chang2 zhou1 qu1
长海;chang2 hai3
长海县;chang2 hai3 xian4
长清;chang2 qing1
长清区;chang2 qing1 qu1
长满;zhang3 man3
长漂;chang2 piao1
长滨;chang2 bin1
长滨乡;chang2 bin1 xiang1
长烟;chang2 yan1
长片;chang2 pian4
长牙;chang2 ya2|zhang3 ya2
长物;chang2 wu4
长班;chang2 ban1
长生;chang2 sheng1
长生不死;chang2 sheng1 bu4 si3
长生不老;chang2 sheng1 bu4 lao3
长生久视;chang2 sheng1 jiu3 shi4
长生果;chang2 sheng1 guo3
长男;zhang3 nan2
长痛不如短痛;chang2 tong4 bu4 ru2 duan3 tong4
长白;chang2 bai2
长白山;chang2 bai2 shan1
长白山天池;chang2 bai2 shan1 tian1 chi2
长白朝鲜族自治县;chang2 bai2 chao2 xian3 zu2 zi4 zhi4 xian4
长白县;chang2 bai2 xian4
长白镇;chang2 bai2 zhen4
长相;zhang3 xiang4
长相思;chang2 xiang1 si1
长眠;chang2 mian2
长眼;zhang3 yan3
长矛;chang2 mao2
长知识;zhang3 zhi1 shi
长短;chang2 duan3
长石;chang2 shi2
长空;chang2 kong1
长筒袜;chang2 tong3 wa4
长篇;chang2 pian1
长篇小说;chang2 pian1 xiao3 shuo1
长统袜;chang2 tong3 wa4
长线;chang2 xian4
长老;zhang3 lao3
长老会;zhang3 lao3 hui4
长者;zhang3 zhe3
长至;chang2 zhi4
长兴;chang2 xing1
长兴县;chang2 xing1 xian4
长舌;chang2 she2
长舌妇;chang2 she2 fu4
长草区;chang2 cao3 qu1
长处;chang2 chu4
长号;chang2 hao4
长虹;chang2 hong2
长蛇座;chang2 she2 zuo4
长蛇阵;chang2 she2 zhen4
长虫;chang2 chong
长衫;chang2 shan1
长袍;chang2 pao2
长袖;chang2 xiu4
长袖善舞;chang2 xiu4 shan4 wu3
长裙;chang2 qun2
长裤;chang2 ku4
长袜;chang2 wa4
长见识;zhang3 jian4 shi
长角羊;chang2 jiao3 yang2
长记性;zhang3 ji4 xing
长诗;chang2 shi1
长话短说;chang2 hua4 duan3 shuo1
长谈;chang2 tan2
长谷川;chang2 gu3 chuan1
长丰;chang2 feng1
长丰县;chang2 feng1 xian4
长足;chang2 zu2
长足进步;chang2 zu2 jin4 bu4
长跑;chang2 pao3
长跑运动员;chang2 pao3 yun4 dong4 yuan2
长距离;chang2 ju4 li2
长距离比赛;chang2 ju4 li2 bi3 sai4
长跪;chang2 gui4
长辈;zhang3 bei4
长辈图;zhang3 bei4 tu2
长途;chang2 tu2
长途汽车;chang2 tu2 qi4 che1
长途网路;chang2 tu2 wang3 lu4
长途话费;chang2 tu2 hua4 fei4
长途车;chang2 tu2 che1
长途电话;chang2 tu2 dian4 hua4
长逝;chang2 shi4
长进;zhang3 jin4
长达;chang2 da2
长远;chang2 yuan3
长野;chang2 ye3
长野县;chang2 ye3 xian4
长钉;chang2 ding4
长阳土家族自治县;chang2 yang2 tu3 jia1 zu2 zi4 zhi4 xian4
长阳县;chang2 yang2 xian4
长队;chang2 dui4
长顺;chang2 shun4
长顺县;chang2 shun4 xian4
长颈瓶;chang2 jing3 ping2
长颈龙;chang2 jing3 long2
长风破浪;chang2 feng1 po4 lang4
长驱直入;chang2 qu1 zhi2 ru4
长发;chang2 fa4
长点心眼;zhang3 dian3 xin1 yan3
长鼻猴;chang2 bi2 hou2
长鼻目;chang2 bi2 mu4
长龙;chang2 long2
门;men2
门人;men2 ren2
门冬;men2 dong1
门到门;men2 dao4 men2
门前;men2 qian2
门口;men2 kou3
门吸;men2 xi1
门地;men2 di4
门垫;men2 dian4
门外;men2 wai4
门外汉;men2 wai4 han4
门子;men2 zi
门客;men2 ke4
门将;men2 jiang4
门对;men2 dui4
门岗;men2 gang3
门巴族;men2 ba1 zu2
门市;men2 shi4
门市部;men2 shi4 bu4
门店;men2 dian4
门庭如市;men2 ting2 ru2 shi4
门庭若市;men2 ting2 ruo4 shi4
门廊;men2 lang2
门厅;men2 ting1
门径;men2 jing4
门徒;men2 tu2
门户;men2 hu4
门户之见;men2 hu4 zhi1 jian4
门户网站;men2 hu4 wang3 zhan4
门户开放;men2 hu4 kai1 fang4
门房;men2 fang2
门扇;men2 shan4
门把;men2 ba3
门捷列夫;men2 jie2 lie4 fu1
门挡;men2 dang3
门望;men2 wang4
门柱;men2 zhu4
门框;men2 kuang4
门洞;men2 dong4
门派;men2 pai4
门源;men2 yuan2
门源回族自治县;men2 yuan2 hui2 zu2 zi4 zhi4 xian4
门源县;men2 yuan2 xian4
门牌;men2 pai2
门牙;men2 ya2
门球;men2 qiu2
门环;men2 huan2
门生;men2 sheng1
门当户对;men2 dang1 hu4 dui4
门碰;men2 peng4
门神;men2 shen2
门票;men2 piao4
门禁;men2 jin4
门童;men2 tong2
门第;men2 di4
门联;men2 lian2
门脸;men2 lian3
门卫;men2 wei4
门诊;men2 zhen3
门诊室;men2 zhen3 shi4
门路;men2 lu4
门道;men2 dao4|men2 dao
门边框;men2 bian1 kuang4
门扣;men2 kou4
门铃;men2 ling2
门锁;men2 suo3
门限;men2 xian4
门阶;men2 jie1
门面;men2 mian
门头沟;men2 tou2 gou1
门头沟区;men2 tou2 gou1 qu1
门额;men2 e2
门类;men2 lei4
门风;men2 feng1
门首;men2 shou3
门齿;men2 chi3
闪;shan3
闪亮;shan3 liang4
闪亮儿;shan3 liang4 r
闪人;shan3 ren2
闪光;shan3 guang1
闪光灯;shan3 guang1 deng1
闪光胶;shan3 guang1 jiao1
闪光点;shan3 guang1 dian3
闪出;shan3 chu1
闪动;shan3 dong4
闪卡;shan3 ka3
闪含语系;shan3 han2 yu3 xi4
闪失;shan3 shi1
闪婚;shan3 hun1
闪存;shan3 cun2
闪存盘;shan3 cun2 pan2
闪射;shan3 she4
闪念;shan3 nian4
闪击;shan3 ji1
闪击战;shan3 ji1 zhan4
闪族;shan3 zu2
闪映;shan3 ying4
闪烁;shan3 shuo4
闪烁其词;shan3 shuo4 qi2 ci2
闪烁体;shan3 shuo4 ti3
闪现;shan3 xian4
闪痛;shan3 tong4
闪眼;shan3 yan3
闪石;shan3 shi2
闪米特;shan3 mi3 te4
闪耀;shan3 yao4
闪语;shan3 yu3
闪让;shan3 rang4
闪身;shan3 shen1
闪躲;shan3 duo3
闪辉;shan3 hui1
闪转腾挪;shan3 zhuan3 teng2 nuo2
闪退;shan3 tui4
闪过;shan3 guo4
闪避;shan3 bi4
闪闪;shan3 shan3
闪开;shan3 kai1
闪离;shan3 li2
闪电;shan3 dian4
闪电战;shan3 dian4 zhan4
闪电结婚;shan3 dian4 jie2 hun1
闪露;shan3 lu4
闪灵;shan3 ling2
闪点;shan3 dian3
闭;bi4
闭上;bi4 shang
闭上嘴巴;bi4 shang zui3 ba1
闭元音;bi4 yuan2 yin1
闭包;bi4 bao1
闭区间;bi4 qu1 jian1
闭卷考试;bi4 juan4 kao3 shi4
闭口不言;bi4 kou3 bu4 yan2
闭口不谈;bi4 kou3 bu4 tan2
闭合;bi4 he2
闭嘴;bi4 zui3
闭图象定理;bi4 tu2 xiang4 ding4 li3
闭域;bi4 yu4
闭塞;bi4 se4
闭塞眼睛捉麻雀;bi4 se4 yan3 jing1 zhuo1 ma2 que4
闭子集;bi4 zi3 ji2
闭幕;bi4 mu4
闭幕式;bi4 mu4 shi4
闭会;bi4 hui4
闭月羞花;bi4 yue4 xiu1 hua1
闭壳肌;bi4 ke2 ji1
闭环;bi4 huan2
闭目塞听;bi4 mu4 se4 ting1
闭目养神;bi4 mu4 yang3 shen2
闭经;bi4 jing1
闭着;bi4 zhe
闭起;bi4 qi3
闭路电视;bi4 lu4 dian4 shi4
闭锁;bi4 suo3
闭锁期;bi4 suo3 qi1
闭门;bi4 men2
闭门思过;bi4 men2 si1 guo4
闭门觅句;bi4 men2 mi4 ju4
闭门造车;bi4 men2 zao4 che1
闭关;bi4 guan1
闭关政策;bi4 guan1 zheng4 ce4
闭关自守;bi4 guan1 zi4 shou3
闭关锁国;bi4 guan1 suo3 guo2
闭集;bi4 ji2
闭音节;bi4 yin1 jie2
开;kai1
开三次方;kai1 san1 ci4 fang1
开交;kai1 jiao1
开仗;kai1 zhang4
开伙;kai1 huo3
开伯尔;kai1 bo2 er3
开伯尔山口;kai1 bo2 er3 shan1 kou3
开例;kai1 li4
开倒车;kai1 dao4 che1
开价;kai1 jia4
开元;kai1 yuan2
开先;kai1 xian1
开光;kai1 guang1
开具;kai1 ju4
开冻;kai1 dong4
开刀;kai1 dao1
开列;kai1 lie4
开初;kai1 chu1
开创;kai1 chuang4
开创性;kai1 chuang4 xing4
开动;kai1 dong4
开化;kai1 hua4
开化县;kai1 hua4 xian4
开区间;kai1 qu1 jian1
开印;kai1 yin4
开卷;kai1 juan4
开卷有益;kai1 juan4 you3 yi4
开原;kai1 yuan2
开原市;kai1 yuan2 shi4
开原县;kai1 yuan2 xian4
开口;kai1 kou3
开口子;kai1 kou3 zi
开口成脏;kai1 kou3 cheng2 zang1
开司米;kai1 si1 mi3
开吃;kai1 chi1
开合;kai1 he2
开味;kai1 wei4
开启;kai1 qi3
开单;kai1 dan1
开国;kai1 guo2
开国功臣;kai1 guo2 gong1 chen2
开地;kai1 di4
开城;kai1 cheng2
开城市;kai1 cheng2 shi4
开堂;kai1 tang2
开场;kai1 chang3
开场白;kai1 chang3 bai2
开士米;kai1 shi4 mi3
开壶;kai1 hu2
开外;kai1 wai4
开外挂;kai1 wai4 gua4
开夜车;kai1 ye4 che1
开大油门;kai1 da4 you2 men2
开天窗;kai1 tian1 chuang1
开天辟地;kai1 tian1 pi4 di4
开始;kai1 shi3
开始以前;kai1 shi3 yi3 qian2
开始比赛;kai1 shi3 bi3 sai4
开学;kai1 xue2
开宗明义;kai1 zong1 ming2 yi4
开封;kai1 feng1
开封地区;kai1 feng1 di4 qu1
开封市;kai1 feng1 shi4
开封府;kai1 feng1 fu3
开封县;kai1 feng1 xian4
开导;kai1 dao3
开小差;kai1 xiao3 chai1
开小会;kai1 xiao3 hui4
开小灶;kai1 xiao3 zao4
开局;kai1 ju2
开屏;kai1 ping2
开展;kai1 zhan3
开山;kai1 shan1
开山刀;kai1 shan1 dao1
开山祖师;kai1 shan1 zu3 shi1
开山鼻祖;kai1 shan1 bi2 zu3
开工;kai1 gong1
开市;kai1 shi4
开幕;kai1 mu4
开幕典礼;kai1 mu4 dian3 li3
开幕式;kai1 mu4 shi4
开幕词;kai1 mu4 ci2
开平;kai1 ping2
开平区;kai1 ping2 qu1
开平市;kai1 ping2 shi4
开店;kai1 dian4
开庭;kai1 ting2
开吊;kai1 diao4
开张;kai1 zhang1
开往;kai1 wang3
开后门;kai1 hou4 men2
开征;kai1 zheng1
开心;kai1 xin1
开心果;kai1 xin1 guo3
开心颜;kai1 xin1 yan2
开快车;kai1 kuai4 che1
开恩;kai1 en1
开悟;kai1 wu4
开怀;kai1 huai2
开戒;kai1 jie4
开战;kai1 zhan4
开戏;kai1 xi4
开户;kai1 hu4
开房;kai1 fang2
开房间;kai1 fang2 jian1
开打;kai1 da3
开拍;kai1 pai1
开拓;kai1 tuo4
开拓性;kai1 tuo4 xing4
开拓者;kai1 tuo4 zhe3
开拔;kai1 ba2
开挖;kai1 wa1
开掘;kai1 jue2
开挂;kai1 gua4
开采;kai1 cai3
开支;kai1 zhi1
开放;kai1 fang4
开放式系统;kai1 fang4 shi4 xi4 tong3
开放式网络;kai1 fang4 shi4 wang3 luo4
开放性;kai1 fang4 xing4
开放源代码;kai1 fang4 yuan2 dai4 ma3
开放源码;kai1 fang4 yuan2 ma3
开放源码软件;kai1 fang4 yuan2 ma3 ruan3 jian4
开放系统;kai1 fang4 xi4 tong3
开放系统互连;kai1 fang4 xi4 tong3 hu4 lian2
开败;kai1 bai4
开敞;kai1 chang3
开方;kai1 fang1
开明;kai1 ming2
开明君主;kai1 ming2 jun1 zhu3
开映;kai1 ying4
开春;kai1 chun1
开晴;kai1 qing2
开畅;kai1 chang4
开旷;kai1 kuang4
开会;kai1 hui4
开服;kai1 fu2
开朗;kai1 lang3
开本;kai1 ben3
开架;kai1 jia4
开杆;kai1 gan3
开业;kai1 ye4
开业大吉;kai1 ye4 da4 ji2
开枪;kai1 qiang1
开机;kai1 ji1
开步;kai1 bu4
开水;kai1 shui3
开水壶;kai1 shui3 hu2
开江;kai1 jiang1
开江县;kai1 jiang1 xian4
开消;kai1 xiao1
开涮;kai1 shuan4
开源;kai1 yuan2
开源节流;kai1 yuan2 jie2 liu2
开溜;kai1 liu1
开满;kai1 man3
开演;kai1 yan3
开火;kai1 huo3
开灯;kai1 deng1
开炉;kai1 lu2
开尔文;kai1 er3 wen2
开奖;kai1 jiang3
开玩笑;kai1 wan2 xiao4
开球;kai1 qiu2
开瓶器;kai1 ping2 qi4
开瓶费;kai1 ping2 fei4
开疆;kai1 jiang1
开发;kai1 fa1
开发人员;kai1 fa1 ren2 yuan2
开发区;kai1 fa1 qu1
开发周期;kai1 fa1 zhou1 qi1
开发商;kai1 fa1 shang1
开发环境;kai1 fa1 huan2 jing4
开发者;kai1 fa1 zhe3
开发过程;kai1 fa1 guo4 cheng2
开发银行;kai1 fa1 yin2 hang2
开盘;kai1 pan2
开盘汇率;kai1 pan2 hui4 lv4
开眼;kai1 yan3
开眼界;kai1 yan3 jie4
开炮;kai1 pao4
开矿;kai1 kuang4
开示;kai1 shi4
开票;kai1 piao4
开禁;kai1 jin4
开福;kai1 fu2
开福区;kai1 fu2 qu1
开窍;kai1 qiao4
开立;kai1 li4
开站;kai1 zhan4
开端;kai1 duan1
开笔;kai1 bi3
开箱;kai1 xiang1
开篇;kai1 pian1
开红盘;kai1 hong2 pan2
开绿灯;kai1 lv4 deng1
开线;kai1 xian4
开县;kai1 xian4
开罪;kai1 zui4
开罚单;kai1 fa2 dan1
开胃;kai1 wei4
开胃菜;kai1 wei4 cai4
开胃酒;kai1 wei4 jiu3
开脱;kai1 tuo1
开脱罪责;kai1 tuo1 zui4 ze2
开腔;kai1 qiang1
开脑洞;kai1 nao3 dong4
开膛手杰克;kai1 tang2 shou3 jie2 ke4
开胶;kai1 jiao1
开脸;kai1 lian3
开台;kai1 tai2
开船;kai1 chuan2
开花;kai1 hua1
开花儿;kai1 hua1 r
开花衣;kai1 hua1 yi1
开荒;kai1 huang1
开荤;kai1 hun1
开蒙;kai1 meng2
开药;kai1 yao4
开行;kai1 xing2
开裂;kai1 lie4
开解;kai1 jie3
开言;kai1 yan2
开设;kai1 she4
开许;kai1 xu3
开诚;kai1 cheng2
开诚布公;kai1 cheng2 bu4 gong1
开诚相见;kai1 cheng2 xiang1 jian4
开课;kai1 ke4
开讲;kai1 jiang3
开议;kai1 yi4
开账;kai1 zhang4
开赛;kai1 sai4
开走;kai1 zou3
开赴;kai1 fu4
开足马力;kai1 zu2 ma3 li4
开路;kai1 lu4
开路先锋;kai1 lu4 xian1 feng1
开车;kai1 che1
开车人;kai1 che1 ren2
开车族;kai1 che1 zu2
开办;kai1 ban4
开通;kai1 tong1|kai1 tong
开运竹;kai1 yun4 zhu2
开道;kai1 dao4
开远;kai1 yuan3
开远市;kai1 yuan3 shi4
开酒费;kai1 jiu3 fei4
开释;kai1 shi4
开金;kai1 jin1
开销;kai1 xiao1
开锅;kai1 guo1
开锁;kai1 suo3
开钻;kai1 zuan1
开门;kai1 men2
开门炮;kai1 men2 pao4
开门红;kai1 men2 hong2
开门见山;kai1 men2 jian4 shan1
开闭幕式;kai1 bi4 mu4 shi4
开间;kai1 jian1
开阔;kai1 kuo4
开关;kai1 guan1
开辟;kai1 pi4
开辟者;kai1 pi4 zhe3
开除;kai1 chu2
开除学籍;kai1 chu2 xue2 ji2
开除党籍;kai1 chu2 dang3 ji2
开阳;kai1 yang2
开阳县;kai1 yang2 xian4
开集;kai1 ji2
开革;kai1 ge2
开头;kai1 tou2
开颜;kai1 yan2
开饭;kai1 fan4
开首;kai1 shou3
开高叉;kai1 gao1 cha1
开鲁;kai1 lu3
开鲁县;kai1 lu3 xian4
开麦拉;kai1 mai4 la1
开黑店;kai1 hei1 dian4
闲;xian2
闲人;xian2 ren2
闲在;xian2 zai
闲坐;xian2 zuo4
闲居;xian2 ju1
闲心;xian2 xin1
闲散;xian2 san3
闲章;xian2 zhang1
闲聊天;xian2 liao2 tian1
闲职;xian2 zhi2
闲花;xian2 hua1
闲言碎语;xian2 yan2 sui4 yu3
闲话家常;xian2 hua4 jia1 chang2
闲谈;xian2 tan2
闲逛;xian2 guang4
闲雅;xian2 ya3
闲杂;xian2 za2
闲静;xian2 jing4
闲事;xian2 shi4
闲侃;xian2 kan3
闲来无事;xian2 lai2 wu2 shi4
闲口;xian2 kou3
闲情;xian2 qing2
闲扯;xian2 che3
闲晃;xian2 huang4
闲书;xian2 shu1
闲混;xian2 hun4
闲空;xian2 kong4
闲置;xian2 zhi4
闲聊;xian2 liao2
闲言闲语;xian2 yan2 xian2 yu3
闲话;xian2 hua4
闲适;xian2 shi4
闲余;xian2 yu2
间;jian4|jian1
间不容发;jian1 bu4 rong2 fa4
间作;jian4 zuo4
间使;jian4 shi3
间充;jian1 chong1
间充质;jian1 chong1 zhi4
间充质干细胞;jian1 chong1 zhi4 gan4 xi4 bao1
间壁;jian4 bi4
间奏;jian1 zou4
间或;jian4 huo4
间接;jian4 jie1
间接税;jian4 jie1 shui4
间接证据;jian4 jie1 zheng4 ju4
间接宾语;jian4 jie1 bin1 yu3
间接选举;jian4 jie1 xuan3 ju3
间断;jian4 duan4
间歇;jian4 xie1
间歇训练;jian4 xie1 xun4 lian4
间皮瘤;jian1 pi2 liu2
间脑;jian1 nao3
间苗;jian4 miao2
间谍;jian4 die2
间谍活动;jian4 die2 huo2 dong4
间谍网;jian4 die2 wang3
间谍罪;jian4 die2 zui4
间谍软件;jian4 die2 ruan3 jian4
间质;jian1 zhi4
间距;jian1 ju4
间隔;jian4 ge2
间隔摄影;jian4 ge2 she4 ying3
间隔号;jian4 ge2 hao4
间隙;jian4 xi4
闹;nao4
阂;he2
阅;yue4
阅世;yue4 shi4
阅兵;yue4 bing1
阅兵式;yue4 bing1 shi4
阅卷;yue4 juan4
阅女无数;yue4 nv3 wu2 shu4
阅微草堂笔记;yue4 wei1 cao3 tang2 bi3 ji4
阅历;yue4 li4
阅男无数;yue4 nan2 wu2 shu4
阅听人;yue4 ting1 ren2
阅览;yue4 lan3
阅览室;yue4 lan3 shi4
阅读;yue4 du2
阅读器;yue4 du2 qi4
阅读广度;yue4 du2 guang3 du4
阅读时间;yue4 du2 shi2 jian1
阅读理解;yue4 du2 li3 jie3
阅读装置;yue4 du2 zhuang1 zhi4
阅读障碍;yue4 du2 zhang4 ai4
阔人;kuo4 ren2
阔别;kuo4 bie2
阔度;kuo4 du4
阔步;kuo4 bu4
阔气;kuo4 qi
阔老;kuo4 lao3
阔叶;kuo4 ye4
闯;chuang3
闯入;chuang3 ru4
闯出名堂;chuang3 chu1 ming2 tang
闯王;chuang3 wang2
闯王陵;chuang3 wang2 ling2
闯祸;chuang3 huo4
闯空门;chuang3 kong1 men2
闯红灯;chuang3 hong2 deng1
闯荡;chuang3 dang4
闯荡江湖;chuang3 dang4 jiang1 hu2
闯进;chuang3 jin4
闯过;chuang3 guo4
闯关;chuang3 guan1
闯关者;chuang3 guan1 zhe3
关;guan1
关上;guan1 shang4
关中;guan1 zhong1
关中地区;guan1 zhong1 di4 qu1
关中平原;guan1 zhong1 ping2 yuan2
关乎;guan1 hu1
关云长;guan1 yun2 chang2
关你屁事;guan1 ni3 pi4 shi4
关系;guan1 xi
关系代名词;guan1 xi dai4 ming2 ci2
关系到;guan1 xi4 dao4
关系式;guan1 xi4 shi4
关停;guan1 ting2
关公;guan1 gong1
关公面前耍大刀;guan1 gong1 mian4 qian2 shua3 da4 dao1
关切;guan1 qie4
关卡;guan1 qia3
关口;guan1 kou3
关严;guan1 yan2
关城;guan1 cheng2
关塔纳摩;guan1 ta3 na4 mo2
关塔那摩;guan1 ta3 na4 mo2
关塔那摩湾;guan1 ta3 na4 mo2 wan1
关塞;guan1 sai4
关境;guan1 jing4
关外;guan1 wai4
关子;guan1 zi
关山;guan1 shan1
关山镇;guan1 shan1 zhen4
关岛;guan1 dao3
关岛大学;guan1 dao3 da4 xue2
关店歇业;guan1 dian4 xie1 ye4
关庙;guan1 miao4
关厂;guan1 chang3
关张;guan1 zhang1
关征;guan1 zheng1
关心;guan1 xin1
关爱;guan1 ai4
关怀;guan1 huai2
关怀备至;guan1 huai2 bei4 zhi4
关押;guan1 ya1
关掉;guan1 diao4
关文;guan1 wen2
关断;guan1 duan4
关于;guan1 yu2
关东;guan1 dong1
关东地震;guan1 dong1 di4 zhen4
关东煮;guan1 dong1 zhu3
关东军;guan1 dong1 jun1
关格;guan1 ge2
关机;guan1 ji1
关注;guan1 zhu4
关涉;guan1 she4
