俊;jun4|zun4
怀旧;huai2 jiu4
怀里;huai2 li3
悬崖;xuan2 ya2
悬崖峭壁;xuan2 ya2 qiao4 bi4
悬念;xuan2 nian4
悬挂;xuan2 gua4
悬殊;xuan2 shu1
恋爱;lian4 ai4
恋恋不舍;lian4 lian4 bu4 she3
戈壁;ge1 bi4
成交;cheng2 jiao1
成人;cheng2 ren2
成分;cheng2 fen4
成功;cheng2 gong1
成千上万;cheng2 qian1 shang4 wan4
成员;cheng2 yuan2
成问题;cheng2 wen4 ti2
成型;cheng2 xing2
成天;cheng2 tian1
成家;cheng2 jia1
成就;cheng2 jiu4
成年;cheng2 nian2
成心;cheng2 xin1
成才;cheng2 cai2
成效;cheng2 xiao4
成本;cheng2 ben3
成果;cheng2 guo3
成为;cheng2 wei2
成熟;cheng2 shu2
成立;cheng2 li4
成绩;cheng2 ji4
成群结队;cheng2 qun2 jie2 dui4
成语;cheng2 yu3
成长;cheng2 zhang3
我;wo3
我们;wo3 men
戒;jie4
戒备;jie4 bei4
戒指;jie4 zhi
戒烟;jie4 yan1
或多或少;huo4 duo1 huo4 shao3
或者;huo4 zhe3
或许;huo4 xu3
截;jie2
截止;jie2 zhi3
截然不同;jie2 ran2 bu4 tong2
截至;jie2 zhi4
战役;zhan4 yi4
战争;zhan4 zheng1
战略;zhan4 lve4
战术;zhan4 shu4
战斗;zhan4 dou4
戏剧;xi4 ju4
戳;chuo1
戴;dai4
房地产;fang2 di4 chan3
房东;fang2 dong1
房间;fang2 jian1
所;suo3
所以;suo3 yi3
所作所为;suo3 zuo4 suo3 wei2
所属;suo3 shu3
所有;suo3 you3
所谓;suo3 wei4
扁;bian3|pian1
扇子;shan4 zi
手册;shou3 ce4
手动;shou3 dong4
手势;shou3 shi4
手套;shou3 tao4
手工;shou3 gong1
手帕;shou3 pa4
手指;shou3 zhi3
手掌;shou3 zhang3
手枪;shou3 qiang1
手机;shou3 ji1
手法;shou3 fa3
手续;shou3 xu4
手腕;shou3 wan4
手脚;shou3 jiao3
手臂;shou3 bi4
手艺;shou3 yi4
手术;shou3 shu4
手术室;shou3 shu4 shi4
手表;shou3 biao3
手头;shou3 tou2
才;cai2
才干;cai2 gan4
才华;cai2 hua2
扎;zha1|zha2|za1
扎实;zha2 shi|zha1 shi
扎根;zha1 gen1
扒;pa2|ba1
打交道;da3 jiao1 dao4
打仗;da3 zhang4
打倒;da3 dao3
打包;da3 bao1
打印;da3 yin4
打喷嚏;da3 pen1 ti4
打官司;da3 guan1 si
打岔;da3 cha4
打工;da3 gong1
打扮;da3 ban
打折;da3 zhe2
打招呼;da3 zhao1 hu
打扫;da3 sao3
打捞;da3 lao1
打击;da3 ji1
打扰;da3 rao3
打搅;da3 jiao3
打架;da3 jia4
打猎;da3 lie4
打盹儿;da3 dun3 r
打磨;da3 mo2
打算;da3 suan4
打听;da3 ting
打通;da3 tong1
打量;da3 liang
打针;da3 zhen1
打电话;da3 dian4 hua4
扔;reng1
托付;tuo1 fu4
托运;tuo1 yun4
扛;kang2|gang1
扣;kou4
扣人心弦;kou4 ren2 xin1 xian2
扣押;kou4 ya1
扣留;kou4 liu2
扣除;kou4 chu2
扭曲;niu3 qu1
扭转;niu3 zhuan3
扭头;niu3 tou2
扮;ban4
扮演;ban4 yan3
扯;che3
扳;pan1|ban1
扶;fu2
扶持;fu2 chi2
批;pi1
批准;pi1 zhun3
批判;pi1 pan4
批发;pi1 fa1
批评;pi1 ping2
找;zhao3
承包;cheng2 bao1
承受;cheng2 shou4
承担;cheng2 dan1
承认;cheng2 ren4
承诺;cheng2 nuo4
承载;cheng2 zai4
承办;cheng2 ban4
技巧;ji4 qiao3
技艺;ji4 yi4
技术;ji4 shu4
抄;chao1
抄袭;chao1 xi2
把;ba4|ba3
把手;ba3 shou|ba3 shou3
把握;ba3 wo4
把柄;ba3 bing3
把关;ba3 guan1
抑制;yi4 zhi4
抑扬顿挫;yi4 yang2 dun4 cuo4
抑郁;yi4 yu4
抑郁症;yi4 yu4 zheng4
抒情;shu1 qing2
抓;zhua1
抓紧;zhua1 jin3
投入;tou2 ru4
投奔;tou2 ben4
投射;tou2 she4
投掷;tou2 zhi4
投机;tou2 ji1
投票;tou2 piao4
投稿;tou2 gao3
投诉;tou2 su4
投资;tou2 zi1
投身;tou2 shen1
投降;tou2 xiang2
抖;dou3
抗拒;kang4 ju4
抗争;kang4 zheng1
抗生素;kang4 sheng1 su4
抗衡;kang4 heng2
抗议;kang4 yi4
折;zhe2|zhe1|she2
折合;zhe2 he2
折射;zhe2 she4
折扣;zhe2 kou4
折叠;zhe2 die2
折磨;zhe2 mo2
折腾;zhe1 teng
抨击;peng1 ji1
披;pi1
披露;pi1 lu4
抬;tai2
抱;bao4
抱怨;bao4 yuan4
抱歉;bao4 qian4
抱负;bao4 fu4
抵制;di3 zhi4
抵抗;di3 kang4
抵押;di3 ya1
抵挡;di3 dang3
抵消;di3 xiao1
抵御;di3 yu4
抵触;di3 chu4
抵达;di3 da2
抹;mo4|ma1|mo3
抹杀;mo3 sha1
押;ya1
押金;ya1 jin1
抽屉;chou1 ti
抽烟;chou1 yan1
抽签;chou1 qian1
抽象;chou1 xiang4
拄;zhu3
拆;chai1
拉;la1
拉动;la1 dong4
拉拢;la1 long3
拉锁;la1 suo3
抛;pao1
抛弃;pao1 qi4
抛开;pao1 kai1
拌;ban4
拍;pai1
拍戏;pai1 xi4
拍板;pai1 ban3
拍卖;pai1 mai4
拎;lin1
拐弯;guai3 wan1
拐杖;guai3 zhang4
拒绝;ju4 jue2
拓宽;tuo4 kuan1
拓展;tuo4 zhan3
拔苗助长;ba2 miao2 zhu4 zhang3
拖延;tuo1 yan2
拖欠;tuo1 qian4
拖累;tuo1 lei3
拘束;ju1 shu4
拘留;ju1 liu2
拙劣;zhuo1 lie4
招募;zhao1 mu4
招待;zhao1 dai4
招待会;zhao1 dai4 hui4
招揽;zhao1 lan3
招收;zhao1 shou1
招数;zhao1 shu4
招标;zhao1 biao1
招牌;zhao1 pai
招聘;zhao1 pin4
拜年;bai4 nian2
拜会;bai4 hui4
拜见;bai4 jian4
拜托;bai4 tuo1
拜访;bai4 fang3
括弧;kuo4 hu2
拯救;zheng3 jiu4
拱;gong3
拳;quan2
拳头;quan2 tou
拴;shuan1
拼命;pin1 ming4
拼搏;pin1 bo2
拼音;pin1 yin1
拽;zhuai3|zhuai1|zhuai4|ye4
拾;shi2|she4
拿手;na2 shou3
持;chi2
持久;chi2 jiu3
持之以恒;chi2 zhi1 yi3 heng2
持续;chi2 xu4
指;zhi3
指令;zhi3 ling4
指南;zhi3 nan2
指南针;zhi3 nan2 zhen1
指向;zhi3 xiang4
指定;zhi3 ding4
指导;zhi3 dao3
指引;zhi3 yin3
指手画脚;zhi3 shou3 hua4 jiao3
指挥;zhi3 hui1
指教;zhi3 jiao4
指望;zhi3 wang4
指标;zhi3 biao1
指甲;zhi3 jia
指示;zhi3 shi4
指责;zhi3 ze2
指点;zhi3 dian3
按摩;an4 mo2
按时;an4 shi2
按照;an4 zhao4
按理说;an4 li3 shuo1
按说;an4 shuo1
按键;an4 jian4
挎;kua4
挑剔;tiao1 ti
挑战;tiao3 zhan4
挑拨;tiao3 bo1
挑起;tiao3 qi3
挑衅;tiao3 xin4
挖掘;wa1 jue2
挖苦;wa1 ku3
挨;ai2|ai1
挨家挨户;ai1 jia1 ai1 hu4
挪;nuo2
挫折;cuo4 zhe2
振作;zhen4 zuo4
振动;zhen4 dong4
振奋;zhen4 fen4
振兴;zhen4 xing1
挺;ting3
挺拔;ting3 ba2
挽;wan3
挽回;wan3 hui2
挽救;wan3 jiu4
挟持;xie2 chi2
捂;wu3
救;jiu4
捅;tong3
捆;kun3
捆绑;kun3 bang3
捉迷藏;zhuo1 mi2 cang2
捍卫;han4 wei4
捎;shao1
捏;nie1
捐;juan1
捐献;juan1 xian4
捕捉;bu3 zhuo1
捧;peng3
捧场;peng3 chang3
舍不得;she3 bu de
卷入;juan3 ru4
捶;chui2
掀;xian1
掀起;xian1 qi3
扫墓;sao3 mu4
扫描;sao3 miao2
扫兴;sao3 xing4
扫除;sao3 chu2
抡;lun1|lun2
授予;shou4 yu3
授权;shou4 quan2
掉;diao4
掉队;diao4 dui4
掉头;diao4 tou2
掌握;zhang3 wo4
掌管;zhang3 guan3
掏;tao1
掏钱;tao1 qian2
掐;qia1
排列;pai2 lie4
排放;pai2 fang4
排斥;pai2 chi4
排练;pai2 lian4
排除;pai2 chu2
排队;pai2 dui4
挣;zheng1|zheng4
挣扎;zheng1 zha2
挂;gua4
挂失;gua4 shi1
挂念;gua4 nian4
挂号;gua4 hao4
挂钩;gua4 gou1
掠夺;lve4 duo2
采;cai4|cai3
采取;cai3 qu3
采矿;cai3 kuang4
采纳;cai3 na4
采访;cai3 fang3
采购;cai3 gou4
采集;cai3 ji2
探;tan4
探望;tan4 wang4
探求;tan4 qiu2
探测;tan4 ce4
探索;tan4 suo3
探亲;tan4 qin1
探讨;tan4 tao3
探险;tan4 xian3
接;jie1
接二连三;jie1 er4 lian2 san1
接力;jie1 li4
接受;jie1 shou4
接待;jie1 dai4
接手;jie1 shou3
接替;jie1 ti4
接济;jie1 ji4
接班;jie1 ban1
接班人;jie1 ban1 ren2
接纳;jie1 na4
接听;jie1 ting1
接着;jie1 zhe
接见;jie1 jian4
接触;jie1 chu4
接轨;jie1 gui3
接近;jie1 jin4
接送;jie1 song4
接通;jie1 tong1
接连;jie1 lian2
控制;kong4 zhi4
控告;kong4 gao4
推;tui1
推卸;tui1 xie4
推广;tui1 guang3
推敲;tui1 qiao1
推断;tui1 duan4
推测;tui1 ce4
推理;tui1 li3
推移;tui1 yi2
推算;tui1 suan4
推翻;tui1 fan1
推荐;tui1 jian4
推论;tui1 lun4
推辞;tui1 ci2
推迟;tui1 chi2
推选;tui1 xuan3
推销;tui1 xiao1
掩盖;yan3 gai4
掩护;yan3 hu4
掩饰;yan3 shi4
措手不及;cuo4 shou3 bu4 ji2
措施;cuo4 shi1
掰;bai1
碰;peng4
拣;jian3
揉;rou2
揍;zou4
描写;miao2 xie3
描绘;miao2 hui4
提;ti2|di1
提供;ti2 gong1
提倡;ti2 chang4
提前;ti2 qian2
提名;ti2 ming2
提问;ti2 wen4
提心吊胆;ti2 xin1 diao4 dan3
提拔;ti2 ba2
提早;ti2 zao3
提炼;ti2 lian4
提示;ti2 shi4
提纲;ti2 gang1
提议;ti2 yi4
提速;ti2 su4
提醒;ti2 xing3
提防;di1 fang
提高;ti2 gao1
插;cha1
插嘴;cha1 zui3
插图;cha1 tu2
插座;cha1 zuo4
插手;cha1 shou3
扬;yang2
换;huan4
换位;huan4 wei4
换取;huan4 qu3
换成;huan4 cheng2
换言之;huan4 yan2 zhi1
握手;wo4 shou3
揣;chuai3|chuai1
揣摩;chuai3 mo2
揣测;chuai3 ce4
揪;jiu1
揭晓;jie1 xiao3
揭发;jie1 fa1
揭示;jie1 shi4
揭露;jie1 lu4
挥;hui1
挥霍;hui1 huo4
背;bei1|bei4
损;sun3
损人利己;sun3 ren2 li4 ji3
损伤;sun3 shang1
损坏;sun3 huai4
损失;sun3 shi1
搏斗;bo2 dou4
搓;cuo1
摇;yao2
摇摇欲坠;yao2 yao2 yu4 zhui4
摇摆;yao2 bai3
摇晃;yao2 huang4
摇滚;yao2 gun3
摇篮;yao2 lan2
捣乱;dao3 luan4
搜寻;sou1 xun2
搜救;sou1 jiu4
搜查;sou1 cha2
搜索;sou1 suo3
搜集;sou1 ji2
搞;gao3
搞笑;gao3 xiao4
搞鬼;gao3 gui3
搬;ban1
搬迁;ban1 qian1
搭;da1
搭乘;da1 cheng2
搭建;da1 jian4
搭档;da1 dang4
搭配;da1 pei4
抢;qiang3|qiang1
抢劫;qiang3 jie2
抢夺;qiang3 duo2
抢救;qiang3 jiu4
抢眼;qiang3 yan3
摔倒;shuai1 dao3
摔跤;shuai1 jiao1
摘;zhai1
摘要;zhai1 yao4
搂;lou1|lou3
摧残;cui1 can2
摧毁;cui1 hui3
摩托车;mo2 tuo1 che1
摩擦;mo2 ca1
抠;kou1
摸;mo1|mo2
摸索;mo1 suo
掺;chan1|shan3
撇;pie3|pie1
捞;lao1
撒;sa3|sa1
撒谎;sa1 huang3
挠;nao2
撕;si1
撞;zhuang4
撞击;zhuang4 ji1
撤;che4
撤换;che4 huan4
撤退;che4 tui4
撤销;che4 xiao1
拨;bo1
拨款;bo1 kuan3
拨通;bo1 tong1
抚恤;fu3 xu4
抚摸;fu3 mo1
抚养;fu3 yang3
抚养费;fu3 yang3 fei4
撬;qiao4
播放;bo1 fang4
播种;bo1 zhong4|bo1 zhong3
撰写;zhuan4 xie3
扑;pu1
扑克;pu1 ke4
扑面而来;pu1 mian4 er2 lai2
捡;jian3
拥抱;yong1 bao4
拥挤;yong1 ji3
拥有;yong1 you3
拥护;yong1 hu4
擅自;shan4 zi4
擅长;shan4 chang2
挡;dang3|dang4
操作;cao1 zuo4
操劳;cao1 lao2
操场;cao1 chang3
操心;cao1 xin1
操控;cao1 kong4
操练;cao1 lian4
操纵;cao1 zong4
担;dan4|dan1
担任;dan1 ren4
担保;dan1 bao3
担子;dan4 zi
担心;dan1 xin1
担当;dan1 dang1
担负;dan1 fu4
据悉;ju4 xi1
据此;ju4 ci3
据说;ju4 shuo1
挤压;ji3 ya1
擦;ca1
举;ju3
拟定;ni3 ding4
拧;ning3|ning2|ning4
搁;ge1|ge2
搁浅;ge1 qian3
搁置;ge1 zhi4
扩;kuo4
扩充;kuo4 chong1
扩大;kuo4 da4
扩建;kuo4 jian4
扩张;kuo4 zhang1
扩散;kuo4 san4
摆;bai3
摆平;bai3 ping2
摆放;bai3 fang4
摆脱;bai3 tuo1
摆设;bai3 she|bai3 she4
扰乱;rao3 luan4
攀;pan1
攀升;pan1 sheng1
攀登;pan1 deng1
拦;lan2
搀;chan1
携带;xie2 dai4
携手;xie2 shou3
摄影;she4 ying3
摄氏度;she4 shi4 du4
攒;cuan2|zan3
摊;tan1
搅;jiao3
搅拌;jiao3 ban4
揽;lan3
支;zhi1
支出;zhi1 chu1
支持;zhi1 chi2
支援;zhi1 yuan2
支撑;zhi1 cheng1
支柱;zhi1 zhu4
支流;zhi1 liu2
支票;zhi1 piao4
支配;zhi1 pei4
收;shou1
收入;shou1 ru4
收复;shou1 fu4
收拾;shou1 shi
收据;shou1 ju4
收支;shou1 zhi1
收敛;shou1 lian3
收获;shou1 huo4
收留;shou1 liu2
收益;shou1 yi4
收缩;shou1 suo1
收藏;shou1 cang2
收视率;shou1 shi4 lv4
收买;shou1 mai3
收音机;shou1 yin1 ji1
改动;gai3 dong4
改名;gai3 ming2
改善;gai3 shan4
改日;gai3 ri4
改正;gai3 zheng4
改为;gai3 wei2
改版;gai3 ban3
改编;gai3 bian1
改良;gai3 liang2
改变;gai3 bian4
改进;gai3 jin4
改邪归正;gai3 xie2 gui1 zheng4
改革;gai3 ge2
改革开放;gai3 ge2 kai1 fang4
攻;gong1
攻克;gong1 ke4
攻击;gong1 ji1
攻读;gong1 du2
攻关;gong1 guan1
放;fang4
放大;fang4 da4
放射;fang4 she4
放心;fang4 xin1
放映;fang4 ying4
放弃;fang4 qi4
放水;fang4 shui3
放纵;fang4 zong4
放置;fang4 zhi4
放肆;fang4 si4
放过;fang4 guo4
放松;fang4 song1
政府;zheng4 fu3
政权;zheng4 quan2
政治;zheng4 zhi4
政策;zheng4 ce4
故;gu4
故事;gu4 shi4|gu4 shi
故意;gu4 yi4
故乡;gu4 xiang1
故障;gu4 zhang4
效力;xiao4 li4
效应;xiao4 ying4
效果;xiao4 guo3
效率;xiao4 lv4
效益;xiao4 yi4
敏感;min3 gan3
敏捷;min3 jie2
敏锐;min3 rui4
救治;jiu4 zhi4
救济;jiu4 ji4
救护车;jiu4 hu4 che1
败坏;bai4 huai4
叙述;xu4 shu4
教;jiao1|jiao4
教室;jiao4 shi4
教授;jiao4 shou4
教材;jiao4 cai2
教条;jiao4 tiao2
教科书;jiao4 ke1 shu1
教练;jiao4 lian4
教育;jiao4 yu4
教训;jiao4 xun
教养;jiao4 yang3
敞开;chang3 kai1
敢;gan3
敢情;gan3 qing
散布;san4 bu4
散文;san3 wen2
散步;san4 bu4
散发;san4 fa1
敦促;dun1 cu4
敦厚;dun1 hou4
敬;jing4
敬佩;jing4 pei4
敬意;jing4 yi4
敬爱;jing4 ai4
敬业;jing4 ye4
敬礼;jing4 li3
敬而远之;jing4 er2 yuan3 zhi1
敬请;jing4 qing3
敬酒;jing4 jiu3
敬重;jing4 zhong4
敲;qiao1
敲诈;qiao1 zha4
敲边鼓;qiao1 bian1 gu3
整个;zheng3 ge4
整合;zheng3 he2
整数;zheng3 shu4
整洁;zheng3 jie2
整理;zheng3 li3
整顿;zheng3 dun4
整体;zheng3 ti3
整齐;zheng3 qi2
敌人;di2 ren2
敌视;di2 shi4
敷;fu1
敷衍;fu1 yan3
数;shu3|shu4|shuo4
数字;shu4 zi4
数学;shu4 xue2
数据;shu4 ju4
数据库;shu4 ju4 ku4
数码;shu4 ma3
数量;shu4 liang4
数额;shu4 e2
文;wen2
文人;wen2 ren2
文件;wen2 jian4
文具;wen2 ju4
文化;wen2 hua4
文字;wen2 zi4
文学;wen2 xue2
文凭;wen2 ping2
文明;wen2 ming2
文物;wen2 wu4
文献;wen2 xian4
文盲;wen2 mang2
文科;wen2 ke1
文章;wen2 zhang1
文艺;wen2 yi4
文雅;wen2 ya3
斑;ban1
斑点;ban1 dian3
斗;dou3|dou4
料到;liao4 dao4
料理;liao4 li3
斜;xie2
斟酌;zhen1 zhuo2
斧子;fu3 zi
斩;zhan3
斩草除根;zhan3 cao3 chu2 gen1
斩钉截铁;zhan3 ding1 jie2 tie3
斯文;si1 wen2
新;xin1
新奇;xin1 qi2
新娘;xin1 niang2
新式;xin1 shi4
新房;xin1 fang2
新手;xin1 shou3
新款;xin1 kuan3
新潮;xin1 chao2
新生;xin1 sheng1
新颖;xin1 ying3
新闻;xin1 wen2
新郎;xin1 lang2
新陈代谢;xin1 chen2 dai4 xie4
新鲜;xin1 xian1
断;duan4
断定;duan4 ding4
断断续续;duan4 duan4 xu4 xu4
断绝;duan4 jue2
断裂;duan4 lie4
方;fang1
方位;fang1 wei4
方便;fang1 bian4
方向;fang1 xiang4
方向盘;fang1 xiang4 pan2
方圆;fang1 yuan2
方式;fang1 shi4
方方面面;fang1 fang1 mian4 mian4
方案;fang1 an4
方法;fang1 fa3
方言;fang1 yan2
方针;fang1 zhen1
方面;fang1 mian4
于是;yu2 shi4
施加;shi1 jia1
施压;shi1 ya1
施展;shi1 zhan3
施工;shi1 gong1
施行;shi1 xing2
旁观;pang2 guan1
旁边;pang2 bian1
旅程;lv3 cheng2
旅行;lv3 xing2
旅途;lv3 tu2
旅游;lv3 you2
旋律;xuan2 lv4
旋涡;xuan2 wo1
旋转;xuan2 zhuan3
旗帜;qi2 zhi4
旗袍;qi2 pao2
既然;ji4 ran2
日;ri4
日前;ri4 qian2
日子;ri4 zi
日常;ri4 chang2
日后;ri4 hou4
日复一日;ri4 fu4 yi1 ri4
日新月异;ri4 xin1 yue4 yi4
日历;ri4 li4
日期;ri4 qi1
日用品;ri4 yong4 pin3
日益;ri4 yi4
日程;ri4 cheng2
日记;ri4 ji4
日趋;ri4 qu1
旨在;zhi3 zai4
早上;zao3 shang
早年;zao3 nian2
早日;zao3 ri4
旭日;xu4 ri4
旱;han4
旱灾;han4 zai1
旺;wang4
旺季;wang4 ji4
旺盛;wang4 sheng4
春;chun1
昂贵;ang2 gui4
昆虫;kun1 chong2
昌盛;chang1 sheng4
明天;ming2 tian1
明媚;ming2 mei4
明明;ming2 ming2
明星;ming2 xing1
明智;ming2 zhi4
明朗;ming2 lang3
明白;ming2 bai
明确;ming2 que4
明显;ming2 xian3
昏迷;hun1 mi2
易拉罐;yi4 la1 guan4
昔日;xi1 ri4
星座;xing1 zuo4
星期;xing1 qi1
映;ying4
昨天;zuo2 tian1
是;shi4
是否;shi4 fou3
是非;shi4 fei1
时不时;shi2 bu4 shi2
时事;shi2 shi4
时代;shi2 dai4
时候;shi2 hou
时光;shi2 guang1
时刻;shi2 ke4
时好时坏;shi2 hao3 shi2 huai4
时尚;shi2 shang4
时差;shi2 cha1
时常;shi2 chang2
时期;shi2 qi1
时机;shi2 ji1
时段;shi2 duan4
时空;shi2 kong1
时而;shi2 er2
时速;shi2 su4
时间;shi2 jian1
时间表;shi2 jian1 biao3
时隔;shi2 ge2
时髦;shi2 mao2
晃荡;huang4 dang
晋升;jin4 sheng1
晒;shai4
晚上;wan3 shang
晚年;wan3 nian2
晚期;wan3 qi1
晚间;wan3 jian1
昼夜;zhou4 ye4
普及;pu3 ji2
普通人;pu3 tong1 ren2
普通话;pu3 tong1 hua4
普遍;pu3 bian4
景区;jing3 qu1
景色;jing3 se4
景观;jing3 guan1
晴;qing2
晴朗;qing2 lang3
晶莹;jing1 ying2
智力;zhi4 li4
智商;zhi4 shang1
智慧;zhi4 hui4
智能;zhi4 neng2
暗;an4
晾;liang4
晕;yun4|yun1
晕倒;yun1 dao3
暑期;shu3 qi1
暖和;nuan3 huo
暖烘烘;nuan3 hong1 hong1
暗中;an4 zhong1
暗地里;an4 di4 li
暗杀;an4 sha1
暗示;an4 shi4
畅谈;chang4 tan2
畅通;chang4 tong1
畅销;chang4 xiao1
暂;zan4
暂且;zan4 qie3
暂时;zan4 shi2
暴利;bao4 li4
暴力;bao4 li4
暴躁;bao4 zao4
暴露;bao4 lu4
暴风骤雨;bao4 feng1 zhou4 yu3
暧昧;ai4 mei4
曙光;shu3 guang1
曝光;bao4 guang1
旷课;kuang4 ke4
叠;die2
晒太阳;shai4 tai4 yang2
曰;yue1
曲;qu3|qu1
曲子;qu3 zi
曲折;qu1 zhe2
曲线;qu1 xian4
更;geng1|geng4
更改;geng1 gai3
更新;geng1 xin1
更正;geng1 zheng4
更衣室;geng1 yi1 shi4
书;shu1
书写;shu1 xie3
书架;shu1 jia4
书橱;shu1 chu2
书法;shu1 fa3
书籍;shu1 ji2
书记;shu1 ji
书面;shu1 mian4
曾经;ceng2 jing1
替换;ti4 huan4
替身;ti4 shen1
最初;zui4 chu1
最好;zui4 hao3
最后;zui4 hou4
最近;zui4 jin4
会;hui4|kuai4
会场;hui4 chang3
会意;hui4 yi4
会晤;hui4 wu4
会计;kuai4 ji4
会诊;hui4 zhen3
会议;hui4 yi4
会面;hui4 mian4
月;yue4
月亮;yue4 liang
月初;yue4 chu1
月票;yue4 piao4
有;you3
有两下子;you3 liang3 xia4 zi
有利;you3 li4
有助于;you3 zhu4 yu2
有口无心;you3 kou3 wu2 xin1
有名;you3 ming2
有幸;you3 xing4
有序;you3 xu4
有待;you3 dai4
有意;you3 yi4
有所;you3 suo3
有所不同;you3 suo3 bu4 tong2
有效期;you3 xiao4 qi1
有望;you3 wang4
有朝一日;you3 zhao1 yi1 ri4
有条不紊;you3 tiao2 bu4 wen3
有机;you3 ji1
有的放矢;you3 di4 fang4 shi3
有益;you3 yi4
有声有色;you3 sheng1 you3 se4
有趣;you3 qu4
朋友;peng2 you
服务员;fu2 wu4 yuan2
服务器;fu2 wu4 qi4
服从;fu2 cong2
服气;fu2 qi4
服用;fu2 yong4
服装;fu2 zhuang1
服饰;fu2 shi4
朗诵;lang3 song4
朗读;lang3 du2
望;wang4
望远镜;wang4 yuan3 jing4
朝;zhao1|chao2
朝三暮四;zhao1 san1 mu4 si4
朝代;chao2 dai4
朝夕相处;zhao1 xi1 xiang1 chu3
朝气蓬勃;zhao1 qi4 peng2 bo2
朝着;chao2 zhe
期待;qi1 dai4
期望;qi1 wang4
期盼;qi1 pan4
期间;qi1 jian1
期限;qi1 xian4
朦胧;meng2 long2
木偶;mu4 ou3
木匠;mu4 jiang4
木材;mu4 cai2
木板;mu4 ban3
木头;mu4 tou
未;wei4
未来;wei4 lai2
未免;wei4 mian3
未必;wei4 bi4
未成年人;wei4 cheng2 nian2 ren2
未知数;wei4 zhi1 shu4
未经;wei4 jing1
末日;mo4 ri4
本;ben3
本事;ben3 shi|ben3 shi4
本人;ben3 ren2
本来;ben3 lai2
本分;ben3 fen4
本性;ben3 xing4
本意;ben3 yi4
本科;ben3 ke1
本能;ben3 neng2
本色;ben3 se4|ben3 shai3
本着;ben3 zhe
本质;ben3 zhi4
本身;ben3 shen1
本钱;ben3 qian2
本领;ben3 ling3
朱红;zhu1 hong2
朵;duo3
材料;cai2 liao4
杜绝;du4 jue2
束;shu4
束缚;shu4 fu4
杯子;bei1 zi
东;dong1
东奔西走;dong1 ben1 xi1 zou3
东张西望;dong1 zhang1 xi1 wang4
东西;dong1 xi1|dong1 xi
东道主;dong1 dao4 zhu3
板块;ban3 kuai4
枕头;zhen3 tou
枚;mei2
果园;guo3 yuan2
果实;guo3 shi2
果断;guo3 duan4
果汁;guo3 zhi1
果然;guo3 ran2
果真;guo3 zhen1
枝;zhi1
枯燥;ku1 zao4
枯萎;ku1 wei3
架势;jia4 shi
架子;jia4 zi
柏树;bai3 shu4
某;mou3
染;ran3
柔和;rou2 he2
柔软;rou2 ruan3
柞;zuo4
查找;cha2 zhao3
查明;cha2 ming2
查获;cha2 huo4
查处;cha2 chu3
柱;zhu4
柳树;liu3 shu4
柴油;chai2 you2
柿子;shi4 zi
校长;xiao4 zhang3
株;zhu1
核;he2
核实;he2 shi2
核对;he2 dui4
核心;he2 xin1
核桃;he2 tao
核武器;he2 wu3 qi4
核能;he2 neng2
核电站;he2 dian4 zhan4
根;gen1
根基;gen1 ji1
根据;gen1 ju4
根本;gen1 ben3
根治;gen1 zhi4
根深蒂固;gen1 shen1 di4 gu4
根源;gen1 yuan2
格;ge2
格外;ge2 wai4
格局;ge2 ju2
格式;ge2 shi4
格格不入;ge2 ge2 bu4 ru4
栽;zai1
栽培;zai1 pei2
桂花;gui4 hua1
桃;tao2
框;kuang4
框架;kuang4 jia4
案件;an4 jian4
案例;an4 li4
桌子;zhuo1 zi
桑拿;sang1 na2
桔子;ju2 zi
桶;tong3
条;tiao2
条件;tiao2 jian4
条例;tiao2 li4
条款;tiao2 kuan3
条理;tiao2 li3
条约;tiao2 yue1
梢;shao1
梨;li2
梯子;ti1 zi
梳;shu1
梳子;shu1 zi
梳理;shu1 li3
棉花;mian2 hua
棋;qi2
棋子;qi2 zi3
棍;gun4
棍子;gun4 zi
棍棒;gun4 bang4
棒;bang4
棒球;bang4 qiu2
棕色;zong1 se4
枣;zao3
棘手;ji2 shou3
栋;dong4
栋梁;dong4 liang2
森林;sen1 lin2
棵;ke1
棺材;guan1 cai
椅子;yi3 zi
植物;zhi2 wu4
椰子;ye1 zi
杨树;yang2 shu4
业;ye4
业务;ye4 wu4
业绩;ye4 ji4
业余;ye4 yu2
极;ji2
极其;ji2 qi2
极力;ji2 li4
极少数;ji2 shao3 shu4
极度;ji2 du4
极为;ji2 wei2
极端;ji2 duan1
极限;ji2 xian4
楷模;kai3 mo2
概念;gai4 nian4
概括;gai4 kuo4
概况;gai4 kuang4
概率;gai4 lv4
概论;gai4 lun4
榜样;bang3 yang4
荣幸;rong2 xing4
荣获;rong2 huo4
荣誉;rong2 yu4
构思;gou4 si1
构想;gou4 xiang3
构成;gou4 cheng2
枪;qiang1
枪毙;qiang1 bi4
槐树;huai2 shu4
杠杆;gang4 gan3
杠铃;gang4 ling2
桨;jiang3
槽;cao2
桩;zhuang1
乐器;yue4 qi4
乐园;le4 yuan2
乐意;le4 yi4
乐观;le4 guan1
乐谱;yue4 pu3
乐趣;le4 qu4
楼;lou2
标;biao1
标本;biao1 ben3
标榜;biao1 bang3
标准;biao1 zhun3
标示;biao1 shi4
标签;biao1 qian1
标致;biao1 zhi|biao1 zhi4
